Unnamed: 0,id,name,description,series,price,builtInEmote,copyrightedAudio,upcoming,reactive,releaseDate,lastAppearance,interest,video,audio,path,gameplayTags,apiTags,battlepass,type.id,type.name,rarity.id,rarity.name,added.date,added.version,images.icon,images.featured,images.background,images.icon_background,images.full_background,juno.icon,beans.icon,set.id,set.name,set.partOf,battlepass.season,battlepass.tier,battlepass.page,battlepass.type,battlepass.displayText.chapter,battlepass.displayText.season,battlepass.displayText.chapterSeason,battlepass.battlePassName,set,series.id,series.name,builtInEmote.id,builtInEmote.type.id,builtInEmote.type.name,builtInEmote.name,builtInEmote.description,builtInEmote.rarity.id,builtInEmote.rarity.name,builtInEmote.series,builtInEmote.images.icon,builtInEmote.images.featured,builtInEmote.images.background,builtInEmote.images.icon_background,builtInEmote.images.full_background,builtInEmote.video,builtInEmote.series.id,builtInEmote.series.name,display_assets_url
1467,CID_433_Athena_Commando_F_TacticalDesert,Desert Dominator,Battle tested munitions expert.,,800,,False,False,False,2019-06-09,2025-04-15,0.01,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_433_Athena_Commando_F_TacticalDesert,"['Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.GearTactical', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Uncommon,UNCOMMON,2019-06-08,1.6.0,https://media.fortniteapi.io/images/a864864540f2dc1b3a8318063e85e910/transparent.png,,https://media.fortniteapi.io/images/cosmetics/a864864540f2dc1b3a8318063e85e910/v2/background.png,https://media.fortniteapi.io/images/cosmetics/a864864540f2dc1b3a8318063e85e910/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/a864864540f2dc1b3a8318063e85e910/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_433_athena_commando_f_tacticaldesert.png,https://media.fortniteapi.io/images/icons/beans/cid_433_athena_commando_f_tacticaldesert.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_433_F_TacticalDesert/MI_0.png
1468,CID_434_Athena_Commando_F_StealthHonor,Wonder,Inspire wonder.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_434_Athena_Commando_F_StealthHonor,"['Cosmetics.Source.Platform.Huawei', 'Phoebe.Cosmetic.Minus.Zone2', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.GearTactical', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Epic,Epic,2019-06-08,1.6.0,https://media.fortniteapi.io/images/cd72c4f2e299718009145fd0799cf2da/transparent.png,,https://media.fortniteapi.io/images/cosmetics/cd72c4f2e299718009145fd0799cf2da/v2/background.png,https://media.fortniteapi.io/images/cosmetics/cd72c4f2e299718009145fd0799cf2da/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/cd72c4f2e299718009145fd0799cf2da/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_434_athena_commando_f_stealthhonor.png,https://media.fortniteapi.io/images/icons/beans/cid_434_athena_commando_f_stealthhonor.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,CID_435_Athena_Commando_M_MunitionsExpertGreenPlastic,Plastic Patroller,Toy with the competition.,,800,,False,False,False,2019-06-27,2025-05-05,0.02,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_435_Athena_Commando_M_MunitionsExpertGreenPlastic,"['Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.GreenPlastic', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.Sandal', 'SoundLibrary.ID.ClothingType.Scales', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Uncommon,UNCOMMON,2019-06-08,1.6.0,https://media.fortniteapi.io/images/de91dcf2d9adee80477416adf10cbc1d/transparent.png,,https://media.fortniteapi.io/images/cosmetics/de91dcf2d9adee80477416adf10cbc1d/v2/background.png,https://media.fortniteapi.io/images/cosmetics/de91dcf2d9adee80477416adf10cbc1d/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/de91dcf2d9adee80477416adf10cbc1d/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_435_athena_commando_m_munitionsexpertgreenplastic.png,https://media.fortniteapi.io/images/icons/beans/cid_435_athena_commando_m_munitionsexpertgreenplastic.png,GreenPlastic,Toy Soldier,Part of the Toy Soldier set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_435_M_MunitionsExpert/MI_0.png
1470,CID_436_Athena_Commando_M_ReconSpecialist,Relay,Keep the line clear.,,800,,False,False,False,2019-06-09,2024-11-12,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_436_Athena_Commando_M_ReconSpecialist,"['Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.GearTactical', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Uncommon,UNCOMMON,2019-06-08,1.6.0,https://media.fortniteapi.io/images/3e476a423474ed1f8985130c969eec7a/transparent.png,,https://media.fortniteapi.io/images/cosmetics/3e476a423474ed1f8985130c969eec7a/v2/background.png,https://media.fortniteapi.io/images/cosmetics/3e476a423474ed1f8985130c969eec7a/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/3e476a423474ed1f8985130c969eec7a/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_436_athena_commando_m_reconspecialist.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_436_M_ReconSpecialist/MI_0.png
1471,CID_440_Athena_Commando_F_BullseyeGreenPlastic,Toy Trooper,Molded for victory.,,800,,False,False,False,2019-06-27,2025-05-05,0.03,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_440_Athena_Commando_F_BullseyeGreenPlastic,"['Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Set.GreenPlastic', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.Sandal', 'SoundLibrary.ID.ClothingType.Scales', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Uncommon,UNCOMMON,2019-06-08,1.6.0,https://media.fortniteapi.io/images/473c1f0e7f3c310eae7c3b580609429b/transparent.png,,https://media.fortniteapi.io/images/cosmetics/473c1f0e7f3c310eae7c3b580609429b/v2/background.png,https://media.fortniteapi.io/images/cosmetics/473c1f0e7f3c310eae7c3b580609429b/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/473c1f0e7f3c310eae7c3b580609429b/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_440_athena_commando_f_bullseyegreenplastic.png,https://media.fortniteapi.io/images/icons/beans/cid_440_athena_commando_f_bullseyegreenplastic.png,GreenPlastic,Toy Soldier,Part of the Toy Soldier set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_440_F_Bullseye/MI_0.png
1472,CID_441_Athena_Commando_F_CyberScavengerBlue,Neo Versa,Elite chaser for hire.,,0,,False,False,False,,,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_441_Athena_Commando_F_CyberScavengerBlue,"['Cosmetics.Set.CyberScavenger', 'Cosmetics.Source.Promo', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Epic,Epic,2019-06-08,1.6.0,https://media.fortniteapi.io/images/f62c00e7957fcc990208ec3100c989dd/transparent.png,,https://media.fortniteapi.io/images/cosmetics/f62c00e7957fcc990208ec3100c989dd/v2/background.png,https://media.fortniteapi.io/images/cosmetics/f62c00e7957fcc990208ec3100c989dd/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/f62c00e7957fcc990208ec3100c989dd/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_441_athena_commando_f_cyberscavengerblue.png,https://media.fortniteapi.io/images/icons/beans/cid_441_athena_commando_f_cyberscavengerblue.png,CyberScavenger,Neochaser,Part of the Neochaser set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,CID_425_Athena_Commando_F_CyberRunner,Synapse,Two steps ahead of the competition.,,1500,,False,False,False,2019-06-16,2025-04-01,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_425_Athena_Commando_F_CyberRunner,"['Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Set.CyberRunner', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Epic,Epic,2019-06-16,1.6.0,https://media.fortniteapi.io/images/1f62711f4f7d682b1ef64b96e26d4adf/transparent.png,,https://media.fortniteapi.io/images/cosmetics/1f62711f4f7d682b1ef64b96e26d4adf/v2/background.png,https://media.fortniteapi.io/images/cosmetics/1f62711f4f7d682b1ef64b96e26d4adf/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/1f62711f4f7d682b1ef64b96e26d4adf/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_425_athena_commando_f_cyberrunner.png,https://media.fortniteapi.io/images/icons/beans/cid_425_athena_commando_f_cyberrunner.png,CyberRunner,Synapse,Part of the Synapse set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_425_F_cyberrunner/MI_0.png
1496,CID_450_Athena_Commando_F_Butterfly,Flutter,Take flight.,,1200,,False,False,False,2019-07-14,2024-10-21,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_450_Athena_Commando_F_Butterfly,"['Cosmetics.Source.ItemShop', 'Cosmetics.Set.Butterfly', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.BootsHeeled', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Rare,RARE,2019-06-18,1.6.0,https://media.fortniteapi.io/images/f9479a97db7e399bbdb72be4ad103408/transparent.png,,https://media.fortniteapi.io/images/cosmetics/f9479a97db7e399bbdb72be4ad103408/v2/background.png,https://media.fortniteapi.io/images/cosmetics/f9479a97db7e399bbdb72be4ad103408/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/f9479a97db7e399bbdb72be4ad103408/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_450_athena_commando_f_butterfly.png,https://media.fortniteapi.io/images/icons/beans/cid_450_athena_commando_f_butterfly.png,Butterfly,Chrysalis Crew,Part of the Chrysalis Crew set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_450_F_Butterfly/MI_0.png
1497,CID_451_Athena_Commando_M_Caterpillar,Pillar,This isn't even my final form.,,1200,,False,False,False,2019-07-14,2024-10-21,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_451_Athena_Commando_M_Caterpillar,"['Cosmetics.Source.ItemShop', 'Cosmetics.Set.Butterfly', 'Cosmetics.Filter.Season.9', 'Cosmetics.UserFacingFlags.HasVariants', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.GearTactical', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Rare,RARE,2019-06-18,1.6.0,https://media.fortniteapi.io/images/b1c285a7349635ccc046216063230dc1/transparent.png,,https://media.fortniteapi.io/images/cosmetics/b1c285a7349635ccc046216063230dc1/v2/background.png,https://media.fortniteapi.io/images/cosmetics/b1c285a7349635ccc046216063230dc1/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/b1c285a7349635ccc046216063230dc1/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_451_athena_commando_m_caterpillar.png,https://media.fortniteapi.io/images/icons/beans/cid_451_athena_commando_m_caterpillar.png,Butterfly,Chrysalis Crew,Part of the Chrysalis Crew set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_451_M_Caterpillar/MI_0.png
1498,CID_452_Athena_Commando_F_CyberFu,Focus,Visualize the future.,,1200,,False,False,False,2019-07-12,2025-05-10,0.29,,,/Game/Athena/Items/Cosmetics/Characters/CID_452_Athena_Commando_F_CyberFu,"['Cosmetics.Source.ItemShop', 'Cosmetics.Set.CyberFu', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.BootsCombat', 'SoundLibrary.ID.ClothingType.GearTactical', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.FrontEndPose.IsRebirth']",[],,outfit,Outfit,Rare,RARE,2019-06-18,1.6.0,https://media.fortniteapi.io/images/3f9527a18c9da23166b91a1c63bc9faf/transparent.png,https://media.fortniteapi.io/images/3f9527a18c9da23166b91a1c63bc9faf/full_featured.png,https://media.fortniteapi.io/images/cosmetics/3f9527a18c9da23166b91a1c63bc9faf/v2/background.png,https://media.fortniteapi.io/images/cosmetics/3f9527a18c9da23166b91a1c63bc9faf/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/3f9527a18c9da23166b91a1c63bc9faf/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_452_athena_commando_f_cyberfu.png,https://media.fortniteapi.io/images/icons/beans/cid_452_athena_commando_f_cyberfu.png,CyberFu,Focal Point,Part of the Focal Point set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_452_F_CyberFu/MI_0.png
1499,CID_453_Athena_Commando_F_GlowBro,Nitebeam,Beaming with luminous energy.,,1500,,False,False,False,2019-06-21,2025-04-08,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_453_Athena_Commando_F_GlowBro,"['Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.GlowBro', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare']",[],,outfit,Outfit,Epic,Epic,2019-06-18,1.6.0,https://media.fortniteapi.io/images/956018371300988c78970a99c8f7ac89/transparent.png,,https://media.fortniteapi.io/images/cosmetics/956018371300988c78970a99c8f7ac89/v2/background.png,https://media.fortniteapi.io/images/cosmetics/956018371300988c78970a99c8f7ac89/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/956018371300988c78970a99c8f7ac89/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_453_athena_commando_f_glowbro.png,https://media.fortniteapi.io/images/icons/beans/cid_453_athena_commando_f_glowbro.png,GlowBro,Stormlight,Part of the Stormlight set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_453_F_GlowBro/MI_0.png
1500,CID_454_Athena_Commando_M_GlowBro,Flare,Burn bright.,,1500,,False,False,False,2019-06-21,2025-04-08,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_454_Athena_Commando_M_GlowBro,"['Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.GlowBro', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Epic,Epic,2019-06-18,1.6.0,https://media.fortniteapi.io/images/e04d8450f38861c731c5618656172a91/transparent.png,,https://media.fortniteapi.io/images/cosmetics/e04d8450f38861c731c5618656172a91/v2/background.png,https://media.fortniteapi.io/images/cosmetics/e04d8450f38861c731c5618656172a91/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/e04d8450f38861c731c5618656172a91/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_454_athena_commando_m_glowbro.png,https://media.fortniteapi.io/images/icons/beans/cid_454_athena_commando_m_glowbro.png,GlowBro,Stormlight,Part of the Stormlight set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_454_M_GlowBro/MI_0.png
1501,CID_455_Athena_Commando_F_Jellyfish,Starfish,Queen of the reef.,,1500,,False,False,False,2019-07-02,2025-02-11,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_455_Athena_Commando_F_Jellyfish,"['Cosmetics.Source.ItemShop', 'Cosmetics.Set.TeriyakiFish', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.Barefoot', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Bare', 'Cosmetics.UserFacingFlags.HasVariants']",[],,outfit,Outfit,Epic,Epic,2019-06-18,1.6.0,https://media.fortniteapi.io/images/c101f4147b863936faeaa1093ae1a438/transparent.png,,https://media.fortniteapi.io/images/cosmetics/c101f4147b863936faeaa1093ae1a438/v2/background.png,https://media.fortniteapi.io/images/cosmetics/c101f4147b863936faeaa1093ae1a438/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/c101f4147b863936faeaa1093ae1a438/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_455_athena_commando_f_jellyfish.png,https://media.fortniteapi.io/images/icons/beans/cid_455_athena_commando_f_jellyfish.png,TeriyakiFish,Fish Food,Part of the Fish Food set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_455_F_Jellyfish/MI_0.png
1502,CID_456_Athena_Commando_F_Sarong,Doublecross,Never turn your back.,,1200,,False,False,False,2019-07-04,2025-05-06,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_456_Athena_Commando_F_Sarong,"['Cosmetics.Source.ItemShop', 'Cosmetics.Set.Sarong', 'Cosmetics.Filter.Season.9', 'Cosmetics.UserFacingFlags.HasVariants', 'SoundLibrary.ID.StepType.Sandal', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Rare,RARE,2019-06-18,1.6.0,https://media.fortniteapi.io/images/567dcaa5145ea4034c21e882d2bcc7b8/transparent.png,,https://media.fortniteapi.io/images/cosmetics/567dcaa5145ea4034c21e882d2bcc7b8/v2/background.png,https://media.fortniteapi.io/images/cosmetics/567dcaa5145ea4034c21e882d2bcc7b8/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/567dcaa5145ea4034c21e882d2bcc7b8/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_456_athena_commando_f_sarong.png,https://media.fortniteapi.io/images/icons/beans/cid_456_athena_commando_f_sarong.png,Sarong,Red Lily,Part of the Red Lily set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_456_F_Sarong/MI_0.png
1503,CID_457_Athena_Commando_F_SpaceGirl,Dare,Dare to dream.,,1200,,False,False,False,2019-07-16,2025-03-22,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_457_Athena_Commando_F_SpaceGirl,"['Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Rare,RARE,2019-06-18,1.6.0,https://media.fortniteapi.io/images/1fa83fbbfb6cdaea10e879845968bbf9/transparent.png,,https://media.fortniteapi.io/images/cosmetics/1fa83fbbfb6cdaea10e879845968bbf9/v2/background.png,https://media.fortniteapi.io/images/cosmetics/1fa83fbbfb6cdaea10e879845968bbf9/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/1fa83fbbfb6cdaea10e879845968bbf9/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_457_athena_commando_f_spacegirl.png,https://media.fortniteapi.io/images/icons/beans/cid_457_athena_commando_f_spacegirl.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_457_F_SpaceGirl/MI_0.png
1504,CID_458_Athena_Commando_M_TechMage,Vector,"Control the variables, control the battle.",,1200,,False,False,False,2019-07-11,2025-03-27,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_458_Athena_Commando_M_TechMage,"['Cosmetics.Source.ItemShop', 'Cosmetics.Set.TechMage', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Rare,RARE,2019-06-18,1.6.0,https://media.fortniteapi.io/images/ae01b28b0905ec8084af2adf65f7c190/transparent.png,,https://media.fortniteapi.io/images/cosmetics/ae01b28b0905ec8084af2adf65f7c190/v2/background.png,https://media.fortniteapi.io/images/cosmetics/ae01b28b0905ec8084af2adf65f7c190/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/ae01b28b0905ec8084af2adf65f7c190/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_458_athena_commando_m_techmage.png,https://media.fortniteapi.io/images/icons/beans/cid_458_athena_commando_m_techmage.png,TechMage,Total Control,Part of the Total Control set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_458_M_TechMage/MI_0.png
1505,CID_459_Athena_Commando_F_Zodiac,Biz,"Nothing personal, it's just business.",,1200,,False,False,False,2019-06-23,2025-02-11,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_459_Athena_Commando_F_Zodiac,"['Cosmetics.Set.Zodiac', 'Cosmetics.Source.ItemShop', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Rare,RARE,2019-06-18,1.6.0,https://media.fortniteapi.io/images/24fc6c8d690ecd2f2f577d90b58f0333/transparent.png,,https://media.fortniteapi.io/images/cosmetics/24fc6c8d690ecd2f2f577d90b58f0333/v2/background.png,https://media.fortniteapi.io/images/cosmetics/24fc6c8d690ecd2f2f577d90b58f0333/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/24fc6c8d690ecd2f2f577d90b58f0333/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_459_athena_commando_f_zodiac.png,https://media.fortniteapi.io/images/icons/beans/cid_459_athena_commando_f_zodiac.png,Zodiac,Roughneck,Part of the Roughneck set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_459_F_Zodiac/MI_0.png
1506,CID_460_Athena_Commando_F_BriteBomberSummer,Beach Bomber,Make the beach party brite!,,1200,,False,False,False,2019-07-07,2024-12-26,0.01,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_460_Athena_Commando_F_BriteBomberSummer,"['Cosmetics.Source.ItemShop', 'Cosmetics.Set.SunshineAndRainbows', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.ShoesSneakers', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove', 'Cosmetics.UserFacingFlags.HasVariants']",[],,outfit,Outfit,Rare,RARE,2019-06-18,1.6.0,https://media.fortniteapi.io/images/e91f3512574814c859404056cda0ef94/transparent.png,,https://media.fortniteapi.io/images/cosmetics/e91f3512574814c859404056cda0ef94/v2/background.png,https://media.fortniteapi.io/images/cosmetics/e91f3512574814c859404056cda0ef94/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/e91f3512574814c859404056cda0ef94/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_460_athena_commando_f_britebombersummer.png,https://media.fortniteapi.io/images/icons/beans/cid_460_athena_commando_f_britebombersummer.png,SunshineAndRainbows,Sunshine And Rainbows,Part of the Sunshine And Rainbows set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_460_F_BriteBomberSummer/MI_0.png
1507,CID_461_Athena_Commando_M_DriftSummer,Summer Drift,Drifting through the sunshine.,,1500,,False,False,False,2019-06-25,2024-07-10,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_461_Athena_Commando_M_DriftSummer,"['Cosmetics.UserFacingFlags.HasVariants', 'Cosmetics.Source.ItemShop', 'Cosmetics.Set.Drift', 'Cosmetics.Filter.Season.9', 'SoundLibrary.ID.StepType.Sandal', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Epic,Epic,2019-06-18,1.6.0,https://media.fortniteapi.io/images/1d77ab3ff5d02ede7da4945a13efef76/transparent.png,,https://media.fortniteapi.io/images/cosmetics/1d77ab3ff5d02ede7da4945a13efef76/v2/background.png,https://media.fortniteapi.io/images/cosmetics/1d77ab3ff5d02ede7da4945a13efef76/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/1d77ab3ff5d02ede7da4945a13efef76/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_461_athena_commando_m_driftsummer.png,https://media.fortniteapi.io/images/icons/beans/cid_461_athena_commando_m_driftsummer.png,Drift,Drift,Part of the Drift set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_461_M_DriftSummer/MI_0.png
1508,CID_462_Athena_Commando_M_HeistSummer,Heist,Get in. Get out. Get paid.,,1200,,False,False,False,2019-06-30,2025-02-20,0.0,,,/BRCosmetics/Athena/Items/Cosmetics/Characters/CID_462_Athena_Commando_M_HeistSummer,"['Cosmetics.Source.ItemShop', 'Cosmetics.Set.Bling', 'Cosmetics.Filter.Season.9', 'Cosmetics.UserFacingFlags.HasVariants', 'SoundLibrary.ID.StepType.ShoesDress', 'SoundLibrary.ID.ClothingType.Generic', 'SoundLibrary.ID.HandType.Glove']",[],,outfit,Outfit,Rare,RARE,2019-06-18,1.6.0,https://media.fortniteapi.io/images/4533d6a9afd0940c20ebfa0a8199d255/transparent.png,,https://media.fortniteapi.io/images/cosmetics/4533d6a9afd0940c20ebfa0a8199d255/v2/background.png,https://media.fortniteapi.io/images/cosmetics/4533d6a9afd0940c20ebfa0a8199d255/v2/icon_background.png,https://media.fortniteapi.io/images/cosmetics/4533d6a9afd0940c20ebfa0a8199d255/v2/info.en.png,https://media.fortniteapi.io/images/icons/juno/cid_462_athena_commando_m_heistsummer.png,https://media.fortniteapi.io/images/icons/beans/cid_462_athena_commando_m_heistsummer.png,Bling,Getaway Gang,Part of the Getaway Gang set.,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://media.fortniteapi.io/images/displayAssets/v2/MAX/DAv2_CID_462_Athena_Commando_M_HeistSummer/MI_0.png
