Wall time,Step,Value
1751834984.9342017,338,0.05456342548131943
1751834986.4427376,339,0.054503049701452255
1751834994.0510345,344,0.05424229055643082
1751834997.048601,346,0.054469045251607895
1751834998.5396996,347,0.05467308312654495
1751835007.537071,353,0.054956331849098206
1751835010.5504453,355,0.05485190078616142
1751835016.5852659,359,0.05478355661034584
1751835025.6635597,365,0.05439384654164314
1751835027.1411512,366,0.05432670935988426
1751835028.6583164,367,0.0541502982378006
1751835030.1615343,368,0.054428670555353165
1751835046.7078207,379,0.05435600504279137
1751835058.7803423,387,0.05447748675942421
1751835064.8072054,391,0.05486886575818062
1751835067.8025503,393,0.05503717064857483
1751835075.35214,398,0.05523529648780823
1751835082.8809862,403,0.05541706085205078
1751835085.8510323,405,0.055153876543045044
1751835102.37202,416,0.055047716945409775
1751835124.7675583,422,0.05483601987361908
1751835126.269318,423,0.05474492534995079
1751835132.282241,427,0.054253093898296356
1751835147.2556202,437,0.05371673032641411
1751835148.7616594,438,0.05394003912806511
1751835151.7519503,440,0.05394237861037254
1751835157.7817812,444,0.05369322746992111
1751835159.2720442,445,0.05385567247867584
1751835162.2843063,447,0.05368729308247566
1751835168.2700155,451,0.053578104823827744
1751835171.2531652,453,0.05341632291674614
1751835177.241193,457,0.053621623665094376
1751835184.7208865,462,0.05374535173177719
1751835190.710013,466,0.054342202842235565
1751835195.2064335,469,0.05448905751109123
1751835198.2144225,471,0.054674118757247925
1751835204.2233942,475,0.05407711863517761
1751835205.7334542,476,0.053897321224212646
1751835213.395453,481,0.0532468818128109
1751835214.9110894,482,0.053408607840538025
1751835223.90977,488,0.05328524112701416
1751835226.9121356,490,0.05289522558450699
1751835234.442385,495,0.05304611846804619
1751835258.5261984,511,0.0529605932533741
1751835260.0359263,512,0.053023725748062134
1751835261.5450819,513,0.05288411304354668
1751835263.0656931,514,0.052954528480768204
1751835264.5700166,515,0.05302479863166809
1751835269.0866263,518,0.05279054492712021
1751835270.5808702,519,0.05271489918231964
1751835272.1042979,520,0.052638862282037735
1751835293.1575155,534,0.05225909873843193
1751835294.6591668,535,0.05240214243531227
1751835297.6578286,537,0.05257033929228783
1751835299.1744156,538,0.0526789128780365
1751835300.6799703,539,0.052694883197546005
1751835303.692945,541,0.052850279957056046
1751835309.7144148,545,0.052557896822690964
1751835312.7040389,547,0.05248284712433815
1751835318.691173,551,0.05264569818973541
1751835321.840151,553,0.05279875174164772
1751835327.831963,557,0.05276133865118027
1751835336.8681717,563,0.052596576511859894
1751835339.8701138,565,0.05247914418578148
1751835345.9217231,569,0.052710894495248795
1751835353.5120823,574,0.05276680365204811
1751835370.0430312,585,0.052771054208278656
1751835371.5542235,586,0.0527876615524292
1751835376.1063502,589,0.052813783288002014
1751835379.1267796,591,0.052490148693323135
1751835380.64346,592,0.05253470316529274
1751835385.213457,595,0.05285033956170082
1751835388.2428398,597,0.05280335620045662
1751835398.902832,604,0.05217253044247627
1751835406.4321003,609,0.05200570449233055
1751835413.9788866,614,0.05192486569285393
1751835415.460705,615,0.05210321396589279
1751835427.4347377,623,0.052219830453395844
1751835428.9397745,624,0.05210306495428085
1751835433.4576316,627,0.05239709094166756
1751835436.4438465,629,0.05244890972971916
1751835437.8291297,630,0.052389368414878845
1751835457.3591917,634,0.05225394293665886
1751835463.349011,638,0.05246351286768913
1751835472.339609,644,0.05251851677894592
1751835473.841932,645,0.05277957767248154
1751835481.3457239,650,0.05237699672579765
1751835484.3609252,652,0.05223959684371948
1751835490.3690567,656,0.05216187238693237
1751835494.8691158,659,0.052783168852329254
1751835497.8650699,661,0.05256678909063339
1751835508.394835,668,0.05225436016917229
1751835512.8947883,671,0.05198080837726593
1751835520.4114554,676,0.05125568062067032
1751835521.9202256,677,0.05129951983690262
1751835527.9264824,681,0.051040418446063995
1751835533.9296165,685,0.051109373569488525
1751835546.0629778,693,0.051368944346904755
1751835549.0571282,695,0.05130216106772423
1751835553.5617814,698,0.05143628269433975
1751835561.0678694,703,0.05159144103527069
1751835573.1087291,711,0.05115453526377678
1751835580.6505084,716,0.05128924548625946
1751835589.6226716,722,0.05131788179278374
1751835592.6178336,724,0.05140675604343414
1751835595.6255693,726,0.051425132900476456
1751835597.1263416,727,0.05144501104950905
1751835600.1550503,729,0.05153518170118332
1751835601.6585004,730,0.05169110745191574
1751835604.6805289,732,0.05193318426609039
1751835606.1809754,733,0.05164824053645134
1751835607.6855454,734,0.051358651369810104
1751835615.2002175,739,0.05098781734704971
1751835624.2185516,745,0.05076421797275543
1751835654.3959007,765,0.05036691203713417
1751835655.9009848,766,0.05020771920681
1751835666.4350474,773,0.050044041126966476
1751835670.927099,776,0.05011136457324028
1751835672.4315066,777,0.04997853934764862
1751835675.4366794,779,0.05019987374544144
1751835678.4534655,781,0.0505620539188385
1751835681.4705675,783,0.050483349710702896
1751835690.47672,789,0.050525788217782974
1751835714.5219257,805,0.05060437694191933
1751835716.014759,806,0.05057727172970772
1751835719.0112162,808,0.05069456622004509
1751835723.5295572,811,0.05060987174510956
1751835735.5594847,819,0.05093539506196976
1751835737.048721,820,0.05099152401089668
1751835750.6216848,829,0.05075032263994217
1751835756.6300266,833,0.05034488067030907
1751835758.133776,834,0.050432801246643066
1751835761.1345801,836,0.05025753378868103
1751835762.6274996,837,0.05018514767289162
1751835782.0385735,841,0.050426289439201355
1751835786.541346,844,0.05046788975596428
1751835789.549462,846,0.050538692623376846
1751835798.5769503,852,0.05017043277621269
1751835807.6018527,858,0.050344184041023254
1751835812.1460316,861,0.05063315108418465
1751835815.1533535,863,0.050573162734508514
1751835821.1333182,867,0.05025521665811539
1751835827.1492252,871,0.05012660101056099
1751835828.6409543,872,0.04987684264779091
1751835848.183275,885,0.049942854791879654
1751835851.1848257,887,0.04992813616991043
1751835860.1780465,893,0.05027852952480316
1751835864.7147648,896,0.050569791346788406
1751835867.7098353,898,0.05043753981590271
1751835873.8362067,902,0.0502939336001873
1751835875.3419378,903,0.05047336593270302
1751835884.3540924,909,0.05044952407479286
1751835887.3449836,911,0.05038371682167053
1751835899.4263964,919,0.05061141401529312
1751835914.4746034,929,0.05116105079650879
1751835917.5015876,931,0.05114935338497162
1751835920.5027287,933,0.051066771149635315
1751835935.5512621,943,0.05079745873808861
1751835946.0530796,950,0.05126277357339859
1751835950.5845652,953,0.05128764733672142
1751835955.0968685,956,0.05151725932955742
1751835967.119284,964,0.051120974123477936
1751835991.3548586,980,0.05136708542704582
1751835995.8518262,983,0.051420629024505615
1751836001.86553,987,0.051522232592105865
1751836007.8777456,991,0.05130736902356148
1751836010.87551,993,0.05123135820031166
1751836013.869749,995,0.051222559064626694
1751836021.3432472,1000,0.05117843300104141
1751836025.8281727,1003,0.05095526948571205
1751836027.3288283,1004,0.05095000937581062
1751836028.8306181,1005,0.051106084138154984
1751836031.825928,1007,0.05144417658448219
1751836042.3596299,1014,0.05109537020325661
1751836045.3652086,1016,0.051226358860731125
1751836055.8902311,1023,0.051283057779073715
1751836061.9061847,1027,0.051083292812108994
1751836064.9166799,1029,0.05108976364135742
1751836076.959931,1037,0.05099126324057579
1751836078.4542987,1038,0.050976961851119995
1751836092.0217822,1047,0.051090508699417114
1751836120.3967519,1057,0.05106903240084648
1751836126.4364119,1061,0.05111963674426079
1751836129.4427469,1063,0.05116880312561989
1751836141.4615116,1071,0.050739601254463196
1751836142.9544263,1072,0.05075563117861748
1751836145.9604578,1074,0.0506470687687397
1751836151.9732664,1078,0.050776004791259766
1751836165.5128024,1087,0.05086347088217735
1751836183.5640755,1099,0.0509369820356369
1751836189.614545,1103,0.05056401714682579
1751836192.617595,1105,0.050526104867458344
1751836197.1216476,1108,0.05028609186410904
1751836200.265058,1110,0.050307802855968475
1751836203.2870276,1112,0.050200365483760834
1751836218.36025,1122,0.049786701798439026
1751836219.854753,1123,0.049593113362789154
1751836224.3822765,1126,0.0493660606443882
1751836225.8797371,1127,0.04932703450322151
1751836230.3700485,1130,0.0490485243499279
1751836234.870712,1133,0.04910581186413765
1751836237.8861542,1135,0.048793863505125046
1751836245.4040246,1140,0.04869416356086731
1751836255.9140697,1147,0.048958372324705124
1751836263.424123,1152,0.04894028231501579
1751836264.933522,1153,0.04887804761528969
1751836279.9569914,1163,0.04910068213939667
1751836282.9536884,1165,0.04890920966863632
1751836297.999303,1175,0.04886718466877937
1751836301.0047,1177,0.04878970980644226
1751836302.5062473,1178,0.04860842600464821
1751836310.153701,1183,0.0486687608063221
1751836313.1606638,1185,0.04889422282576561
1751836320.619627,1190,0.049078844487667084
1751836326.644663,1194,0.048742204904556274
1751836328.1479661,1195,0.04879525303840637
1751836346.2288117,1207,0.048910368233919144
1751836358.3112578,1215,0.048937778919935226
1751836364.3440197,1219,0.048746999353170395
1751836371.8754284,1224,0.048526179045438766
1751836374.8750339,1226,0.048390768468379974
1751836380.8924131,1230,0.04825237765908241
1751836403.427151,1245,0.04792032763361931
1751836406.444166,1247,0.048169609159231186
1751836412.474598,1251,0.04825443774461746
1751836413.9692476,1252,0.0482022799551487
1751836415.4783225,1253,0.0482904314994812
1751836418.4666674,1255,0.048216674476861954
1751836422.9857001,1258,0.04839567467570305
1751836441.0838673,1261,0.048268891870975494
1751836442.5721428,1262,0.04822494089603424
1751836451.58456,1268,0.04826192185282707
1751836457.5844853,1272,0.04841700568795204
1751836465.0857465,1277,0.048266343772411346
1751836468.1075811,1279,0.04829612001776695
1751836474.0876608,1283,0.048632122576236725
1751836478.5970328,1286,0.0482950434088707
1751836486.1234932,1291,0.04845906421542168
1751836490.622955,1294,0.04846759885549545
1751836498.1429875,1299,0.04840495437383652
1751836499.6377025,1300,0.048559099435806274
1751836504.1298428,1303,0.04878510907292366
1751836510.130336,1307,0.048878539353609085
1751836523.6859393,1316,0.04882132261991501
1751836534.3790445,1323,0.049014098942279816
1751836538.890891,1326,0.04904638230800629
1751836540.4015205,1327,0.04896349459886551
1751836553.9360874,1336,0.049394018948078156
1751836568.9539394,1346,0.049704354256391525
1751836573.464779,1349,0.049546271562576294
1751836582.4953268,1355,0.04909097030758858
1751836591.513326,1361,0.04909687861800194
1751836597.5465608,1365,0.04888949170708656
1751836614.0681667,1376,0.04865803197026253
1751836615.5731225,1377,0.04864292964339256
1751836621.5764484,1381,0.048921097069978714
1751836630.5811796,1387,0.04854772239923477
1751836636.6236162,1391,0.04878965765237808
1751836641.2489512,1394,0.04867880046367645
1751836677.3150616,1418,0.047807030379772186
1751836683.356904,1422,0.04760294035077095
1751836698.4141996,1432,0.0475473515689373
1751836705.9777682,1437,0.04738892987370491
1751836708.9753063,1439,0.04740101844072342
1751836710.5086038,1440,0.04740017652511597
1751836712.0128996,1441,0.047448668628931046
1751836713.5082784,1442,0.04764164984226227
1751836725.5745332,1450,0.04772350937128067
1751836737.6298468,1458,0.04740700125694275
1751836739.145315,1459,0.04739772155880928
1751836742.1777315,1461,0.04727634787559509
1751836743.6900902,1462,0.047323815524578094
1751836775.3093114,1474,0.04725566506385803
1751836776.8189406,1475,0.04721137508749962
1751836779.8326938,1477,0.047120511531829834
1751836796.3766038,1488,0.04696181043982506
1751836800.8769531,1491,0.0471062958240509
1751836806.917816,1495,0.047070831060409546
1751836812.9363067,1499,0.04710635915398598
1751836818.9719093,1503,0.046917304396629333
1751836829.5171854,1510,0.046317026019096375
1751836831.0174792,1511,0.04611341282725334
1751836832.5201235,1512,0.046099573373794556
1751836835.539662,1514,0.04607709124684334
1751836840.0560064,1517,0.04579171538352966
1751836858.0594707,1529,0.0459720678627491
1751836867.2003286,1535,0.04601558670401573
1751836871.7242122,1538,0.04595257341861725
1751836873.2425168,1539,0.04599979519844055
1751836888.270644,1549,0.04607829079031944
1751836892.7800803,1552,0.04571440443396568
1751836894.2787492,1553,0.04573611915111542
1751836909.32155,1563,0.04635487496852875
1751836913.8151643,1566,0.04673304036259651
1751836915.3099375,1567,0.046593062579631805
1751836918.3059456,1569,0.046518608927726746
1751836924.3129542,1573,0.04686400666832924
1751836925.8165932,1574,0.0467507541179657
1751836930.3485973,1577,0.04694114252924919
1751836936.3819554,1581,0.046944551169872284
1751836943.9055827,1586,0.047314174473285675
1751836960.4612179,1597,0.04748479276895523
1751836967.9902282,1602,0.04748326539993286
1751836971.117215,1604,0.047423627227544785
1751836983.1971602,1612,0.047765400260686874
1751837007.170643,1628,0.04770907014608383
1751837019.1708317,1636,0.04734543338418007
1751837022.1525614,1638,0.04730595648288727
1751837026.6731746,1641,0.04764895886182785
1751837035.684633,1647,0.0484958179295063
1751837037.190781,1648,0.04842139407992363
1751837047.7304366,1655,0.04833211749792099
1751837059.7719338,1663,0.04870133474469185
1751837065.77067,1667,0.04874870926141739
1751837071.7668817,1671,0.0485006645321846
1751837077.797465,1675,0.04841385409235954
1751837082.2784898,1678,0.048807211220264435
1751837085.155238,1680,0.0488039068877697
1751837107.6870658,1686,0.048557084053754807
1751837110.694689,1688,0.04873920977115631
1751837112.1987998,1689,0.04888387769460678
1751837121.2188828,1695,0.04891262575984001
1751837122.7134178,1696,0.04876777157187462
1751837133.2376044,1703,0.048987437039613724
1751837136.2337277,1705,0.04914393275976181
1751837140.7413101,1708,0.049195386469364166
1751837143.7474165,1710,0.049160752445459366
1751837145.256979,1711,0.04900050908327103
1751837146.7463863,1712,0.04898349195718765
1751837157.2794614,1719,0.04954143986105919
1751837163.285172,1723,0.04983269050717354
1751837164.7919037,1724,0.04978954792022705
1751837167.817804,1726,0.04983915388584137
1751837175.3509352,1731,0.050047505646944046
1751837187.3363075,1739,0.05037924274802208
1751837188.9938865,1740,0.05041312798857689
1751837194.9905305,1744,0.05046379193663597
1751837197.9734845,1746,0.050454311072826385
1751837209.9852455,1754,0.05086812376976013
1751837211.4860237,1755,0.050898078829050064
1751837228.0448225,1766,0.05135888606309891
1751837243.1130352,1776,0.05050726234912872
1751837246.1246483,1778,0.05092325434088707
1751837250.6087396,1781,0.05075792968273163
1751837256.6277297,1785,0.05071527883410454
1751837258.126503,1786,0.05076397582888603
1751837259.6315346,1787,0.050835609436035156
1751837264.1299586,1790,0.05079174041748047
1751837268.6345258,1793,0.050912849605083466
1751837274.661612,1797,0.0505707822740078
1751837280.703493,1801,0.050952792167663574
1751837309.5416164,1820,0.0504281148314476
1751837315.5675519,1824,0.0505465604364872
1751837321.582291,1828,0.05076545849442482
1751837326.067821,1831,0.050565626472234726
1751837329.1001792,1833,0.05082312598824501
1751837335.143651,1837,0.05115310102701187
1751837338.1451838,1839,0.051202256232500076
1751837351.6823895,1848,0.05138703063130379
1751837357.6838658,1852,0.05125216022133827
1751837371.2059126,1861,0.050824496895074844
1751837378.745013,1866,0.050483349710702896
1751837380.244483,1867,0.05058760195970535
1751837381.7518568,1868,0.05072268098592758
1751837401.2820525,1881,0.05066309869289398
1751837405.7947261,1884,0.05061325430870056
1751837413.3250074,1889,0.05099179968237877
1751837437.8401968,1896,0.050700653344392776
1751837443.834743,1900,0.05062781274318695
1751837448.3397877,1903,0.050337981432676315
1751837457.3837588,1909,0.050437942147254944
1751837458.8799477,1910,0.05033457279205322
1751837460.3798492,1911,0.05028987675905228
1751837464.8887143,1914,0.05031018331646919
1751837472.4126506,1919,0.05022142454981804
1751837481.439922,1925,0.05015210434794426
1751837482.9543896,1926,0.05000277981162071
1751837497.9669793,1936,0.04990652576088905
1751837499.474563,1937,0.05003451183438301
1751837505.4842212,1941,0.049754876643419266
1751837506.9884892,1942,0.04991292580962181
1751837512.9964533,1946,0.04968921095132828
1751837515.9913874,1948,0.049415670335292816
1751837525.166969,1954,0.04931186884641647
1751837529.667617,1957,0.0490703359246254
1751837535.6922975,1961,0.048743054270744324
1751837537.1959107,1962,0.04889640584588051
1751837540.2058225,1964,0.04916650056838989
1751837541.7116203,1965,0.04907769337296486
1751837544.7248478,1967,0.049046192318201065
1751837561.2610972,1978,0.048834290355443954
1751837564.2549841,1980,0.04913901910185814
1751837576.262922,1988,0.04861689358949661
1751837577.7607524,1989,0.04879266768693924
1751837582.270728,1992,0.04879919812083244
1751837635.0503943,2027,0.04840555787086487
1751837648.5556417,2036,0.04802718013525009
1751837650.0631442,2037,0.047971341758966446
1751837660.570019,2044,0.04798150435090065
1751837666.5745227,2048,0.04787377640604973
1751837677.112954,2055,0.048073817044496536
1751837678.6243184,2056,0.048005975782871246
1751837696.7485678,2068,0.04817664250731468
1751837701.2603745,2071,0.04810667410492897
1751837714.8314712,2080,0.04835047945380211
1751837726.8854117,2088,0.04814893379807472
1751837729.8870037,2090,0.048216864466667175
1751837741.903177,2098,0.04812737926840782
1751837743.410298,2099,0.04800444841384888
1751837759.9382522,2101,0.04823162406682968
1751837764.4227822,2104,0.04824165999889374
1751837773.452816,2110,0.048151325434446335
1751837774.9419181,2111,0.048056263476610184
1751837780.9583926,2115,0.04813098907470703
1751837782.4725769,2116,0.04817314073443413
1751837788.492403,2120,0.0484718419611454
1751837789.9932165,2121,0.04844403639435768
1751837794.5165653,2124,0.048454247415065765
1751837796.0200934,2125,0.04818005487322807
1751837800.5364025,2128,0.048271842300891876
1751837814.0025797,2137,0.04846751689910889
1751837818.5085223,2140,0.04850958660244942
1751837833.5484161,2150,0.04811851307749748
1751837848.7731397,2160,0.04795334115624428
1751837863.7324324,2170,0.048251353204250336
1751837874.259766,2177,0.047708116471767426
1751837890.8673306,2188,0.047570113092660904
1751837901.4156032,2195,0.04760771244764328
1751837908.9172022,2200,0.04766687750816345
1751837911.9308443,2202,0.04763215407729149
1751837914.937594,2204,0.04769832640886307
1751837923.950251,2210,0.047836389392614365
1751837926.9756584,2212,0.04770199581980705
1751837931.492074,2215,0.047728054225444794
1751837932.9992955,2216,0.0476997047662735
1751837942.0830936,2222,0.04772866517305374
1751837948.0753014,2226,0.047462593764066696
1751837964.719285,2237,0.04741428419947624
1751837969.2431,2240,0.047154467552900314
1751837976.762406,2245,0.04732148349285126
1751837996.2807143,2258,0.047289133071899414
1751838006.8290317,2265,0.04695719853043556
1751838011.3430886,2268,0.047054436057806015
1751838032.3361871,2282,0.046651896089315414
1751838048.9362822,2293,0.046462465077638626
1751838061.0109687,2301,0.04605606570839882
1751838068.579365,2306,0.04628640040755272
1751838070.0863206,2307,0.04632642865180969
1751838091.1309178,2312,0.046554144471883774
1751838098.6271188,2317,0.04695592820644379
1751838103.1301043,2320,0.04717569425702095
1751838110.6842496,2325,0.04730468988418579
1751838122.6885157,2333,0.047672439366579056
1751838127.2036273,2336,0.04774242639541626
1751838137.7406738,2343,0.04809640347957611
1751838139.2486606,2344,0.04807930812239647
1751838140.7598534,2345,0.04800695180892944
1751838143.769887,2347,0.0479944609105587
1751838152.8090494,2353,0.04807255417108536
1751838160.391589,2358,0.04852448031306267
1751838163.4270082,2360,0.048845868557691574
1751838184.628741,2374,0.049149297177791595
1751838201.1352866,2385,0.04869676008820534
1751838208.6237745,2390,0.048604078590869904
1751838211.6407921,2392,0.04870966449379921
1751838214.641902,2394,0.04867355525493622
1751838216.1327245,2395,0.04878450185060501
1751838220.6336844,2398,0.048754531890153885
1751838222.1360922,2399,0.04886699095368385
1751838267.2705402,2429,0.04861554503440857
1751838271.7743175,2432,0.04841362684965134
1751838277.8241491,2436,0.04834822565317154
1751838279.330591,2437,0.04840860888361931
1751838286.85748,2442,0.048536889255046844
1751838288.4971418,2443,0.04854481667280197
1751838306.566662,2455,0.04891563206911087
1751838318.5964084,2463,0.048857443034648895
1751838321.5886438,2465,0.048904452472925186
1751838323.097854,2466,0.04888796806335449
1751838329.0744743,2470,0.04921526461839676
1751838341.0641508,2478,0.04965411126613617
1751838353.0820475,2486,0.04963057115674019
1751838359.1208878,2490,0.04950776323676109
1751838365.1366148,2494,0.04948295280337334
1751838372.663782,2499,0.049446672201156616
1751838375.658991,2501,0.04958391189575195
1751838380.148006,2504,0.049633655697107315
1751838383.1599972,2506,0.04964074492454529
1751838384.644534,2507,0.04967166483402252
1751838387.6480777,2509,0.04990030825138092
1751838395.1635792,2514,0.04995613917708397
1751838401.1846652,2518,0.049522191286087036
1751838402.6674604,2519,0.04935691878199577
1751838404.0507774,2520,0.04915865883231163
1751838420.5190942,2522,0.049142275005578995
1751838423.5169544,2524,0.04882684722542763
1751838431.036434,2529,0.04860549420118332
1751838434.0455506,2531,0.04884408041834831
1751838446.1031032,2539,0.048689693212509155
1751838453.601062,2544,0.04826956242322922
1751838486.590654,2566,0.04757324606180191
1751838488.1050973,2567,0.047495417296886444
1751838491.1147454,2569,0.0473448783159256
1751838501.653113,2576,0.04730667173862457
1751838504.658193,2578,0.04725924879312515
1751838506.1593454,2579,0.04724336043000221
1751838515.3680556,2585,0.04717683792114258
1751838516.8809834,2586,0.04720913991332054
1751838521.38308,2589,0.047363728284835815
1751838522.8778112,2590,0.047552019357681274
1751838527.377193,2593,0.04783260077238083
1751838537.9242554,2600,0.04754551872611046
1751838540.9412546,2602,0.04750325530767441
1751838548.4354029,2607,0.04767976701259613
1751838566.4749746,2619,0.047546714544296265
1751838567.9780324,2620,0.04769216477870941
1751838579.970728,2628,0.04754817858338356
1751838581.4693403,2629,0.047601401805877686
1751838589.0092142,2634,0.04774333909153938
1751838590.5230696,2635,0.04757607355713844
1751838592.033627,2636,0.047242745757102966
1751838596.5514114,2639,0.04721961170434952
1751838598.0481684,2640,0.047146573662757874
1751838599.5580983,2641,0.04730750992894173
1751838604.0741491,2644,0.047465190291404724
1751838632.7830064,2663,0.04698329046368599
1751838644.7959085,2671,0.04677926003932953
1751838646.2964122,2672,0.04680737107992172
1751838647.7872155,2673,0.046834927052259445
1751838650.7756903,2675,0.04670783132314682
1751838661.2925847,2682,0.046283114701509476
1751838665.7754211,2685,0.04628536477684975
1751838668.7799256,2687,0.046172820031642914
1751838673.2833338,2690,0.04631822556257248
1751838676.3048267,2692,0.04641065374016762
1751838679.3234224,2694,0.0461331382393837
1751838692.8427908,2703,0.04649881273508072
1751838698.8529115,2707,0.04640281945466995
1751838701.840673,2709,0.046480923891067505
1751838707.8561702,2713,0.046330083161592484
1751838709.3609633,2714,0.04632861912250519
1751838715.4095967,2718,0.04627704247832298
1751838716.9140718,2719,0.04642438516020775
1751838718.4257843,2720,0.04640559107065201
1751838725.957078,2725,0.04614166542887688
1751838733.345465,2730,0.0460929200053215
1751838748.357949,2731,0.04627552255988121
1751838754.3801694,2735,0.04664810746908188
1751838761.9060168,2740,0.04623400792479515
1751838763.4199169,2741,0.04616362228989601
1751838764.9294033,2742,0.04610932990908623
1751838769.4491127,2745,0.04639921337366104
1751838770.9520652,2746,0.046470895409584045
1751838782.9693103,2754,0.046358175575733185
1751838784.4766314,2755,0.04623495042324066
1751838785.983402,2756,0.04645657539367676
1751838793.50311,2761,0.046011872589588165
1751838795.0062406,2762,0.04620547592639923
1751838800.9881313,2766,0.04614637792110443
1751838805.4998138,2769,0.04631676524877548
1751838810.0119755,2772,0.04621633142232895
1751838813.0254598,2774,0.04652862623333931
1751838816.0127141,2776,0.04654859006404877
1751838820.5122406,2779,0.046363215893507004
1751838831.0192475,2786,0.0462002232670784
1751838849.2350056,2798,0.04615309461951256
1751838852.2292352,2800,0.04603137820959091
1751838871.7823296,2813,0.04671049118041992
1751838873.282245,2814,0.04655298963189125
1751838889.803679,2825,0.04656573385000229
1751838904.8302598,2835,0.04680408537387848
1751838907.8330634,2837,0.04692856967449188
1751838910.8316858,2839,0.04698169231414795
1751838915.363925,2842,0.04715103283524513
1751838919.8764482,2845,0.047023892402648926
1751838924.4020853,2848,0.047085732221603394
1751838930.4079134,2852,0.04688071832060814
1751838931.9116924,2853,0.047016169875860214
1751838939.4091406,2858,0.0465196818113327
1751838942.4210174,2860,0.04655938595533371
1751838945.4137216,2862,0.04678972437977791
1751838947.043485,2863,0.046750377863645554
1751838953.0578883,2867,0.04696717485785484
1751838972.5940912,2880,0.04741733521223068
1751838975.6030393,2882,0.04748585820198059
1751838977.1000612,2883,0.04727572947740555
1751838980.097902,2885,0.04737943783402443
1751838987.6388462,2890,0.047556281089782715
1751838990.6467352,2892,0.04753655567765236
1751838993.6474469,2894,0.047730062156915665
1751838996.6293435,2896,0.04745767265558243
1751839008.7031283,2904,0.047487176954746246
1751839020.7409434,2912,0.047062989324331284
1751839025.2520485,2915,0.04709962010383606
1751839026.7386913,2916,0.04717332124710083
1751839031.2382867,2919,0.04717852920293808
1751839034.252575,2921,0.04728120192885399
1751839035.7639337,2922,0.04719533771276474
1751839040.2825413,2925,0.047004058957099915
1751839049.3317254,2931,0.046847060322761536
1751839055.376894,2935,0.04660622403025627
1751839056.8790414,2936,0.04676796868443489
1751839091.2770984,2950,0.04704250022768974
